,temp,relh,skph,day,month,year,time,minutes
241,1.0,80.36,25.928,6,1,2022,00:30:00,30
242,1.0,80.36,20.372,6,1,2022,01:00:00,0
243,1.0,86.49,22.224,6,1,2022,01:30:00,30
244,1.0,86.49,24.076,6,1,2022,02:00:00,0
245,0.0,100.0,22.224,6,1,2022,02:30:00,30
246,0.0,100.0,24.076,6,1,2022,03:00:00,0
247,0.0,100.0,31.484,6,1,2022,03:30:00,30
248,0.0,86.39,29.632,6,1,2022,04:00:00,0
249,-1.0,86.28,25.928,6,1,2022,04:30:00,30
250,-1.0,80.07,20.372,6,1,2022,05:00:00,0
251,-1.0,80.07,18.52,6,1,2022,05:30:00,30
252,-1.0,80.07,16.668,6,1,2022,06:00:00,0
253,-1.0,80.07,20.372,6,1,2022,06:30:00,30
254,-1.0,80.07,20.372,6,1,2022,07:00:00,0
255,-1.0,74.26,18.52,6,1,2022,07:30:00,30
256,-1.0,74.26,24.076,6,1,2022,08:00:00,0
257,-1.0,74.26,22.224,6,1,2022,08:30:00,30
258,0.0,69.04,27.78,6,1,2022,09:00:00,0
259,0.0,69.04,29.632,6,1,2022,09:30:00,30
260,0.0,69.04,24.076,6,1,2022,10:00:00,0
261,0.0,69.04,35.188,6,1,2022,10:30:00,30
262,0.0,69.04,25.928,6,1,2022,11:00:00,0
263,0.0,69.04,29.632,6,1,2022,11:30:00,30
264,0.0,69.04,31.484,6,1,2022,12:00:00,0
265,0.0,63.99,27.78,6,1,2022,12:30:00,30
266,0.0,63.99,24.076,6,1,2022,13:00:00,0
267,0.0,69.04,20.372,6,1,2022,13:30:00,30
268,0.0,63.99,16.668,6,1,2022,14:00:00,0
269,-1.0,68.83,16.668,6,1,2022,14:30:00,30
270,-1.0,63.75,12.964,6,1,2022,15:00:00,0
271,-2.0,68.61,11.112,6,1,2022,15:30:00,30
272,-3.0,73.89,3.704,6,1,2022,16:00:00,0
273,-2.0,74.08,7.408,6,1,2022,16:30:00,30
274,-2.0,74.08,9.26,6,1,2022,17:00:00,0
275,-2.0,74.08,5.556,6,1,2022,17:30:00,30
276,-4.0,85.96,1.852,6,1,2022,18:00:00,0
277,-4.0,85.96,5.556,6,1,2022,18:30:00,30
278,-5.0,92.69,5.556,6,1,2022,19:00:00,0
279,-3.0,79.77,5.556,6,1,2022,19:30:00,30
280,-4.0,85.96,5.556,6,1,2022,20:00:00,0
281,-4.0,85.96,5.556,6,1,2022,20:30:00,30
282,-5.0,92.69,7.408,6,1,2022,21:00:00,0
283,-5.0,85.85,9.26,6,1,2022,21:30:00,30
284,-5.0,92.69,7.408,6,1,2022,22:00:00,0
285,-4.0,85.96,5.556,6,1,2022,22:30:00,30
286,-5.0,92.69,5.556,6,1,2022,23:00:00,0
287,-3.0,86.07,5.556,6,1,2022,23:30:00,30
288,-3.0,92.8,7.408,7,1,2022,00:00:00,0
